city_or_county,week,score
Hillside,5,1.0
Hillside,10,1.0
Hillside,12,2.0
Hillside,15,1.0
Hillside,30,1.0
Hillside,34,1.0
Hillside,36,4.0
Hillside,37,1.0
Hillside,41,2.0
Hillside,48,2.0
Hilo,1,1.75
Hilo,4,3.5
Hilo,5,2.5
Hilo,6,1.5
Hilo,8,1.0
Hilo,9,1.0
Hilo,11,1.0
Hilo,15,1.0
Hilo,17,1.0
Hilo,19,1.5
Hilo,20,3.0
Hilo,21,2.0
Hilo,23,1.0
Hilo,28,1.0
Hilo,30,2.6666666666666665
Hilo,33,1.5
Hilo,38,2.0
Hilo,39,1.0
Hilo,40,2.0
Hilo,43,2.0
Hilo,44,1.0
Hilo,48,2.0
Hilo,49,1.5
Hilo,51,1.0
Hilo,53,3.5
Hilton Head Island,4,4.0
Hilton Head Island,5,1.0
Hilton Head Island,7,2.0
Hilton Head Island,9,1.0
Hilton Head Island,13,3.0
Hilton Head Island,14,1.0
Hilton Head Island,24,1.0
Hilton Head Island,26,1.0
Hilton Head Island,27,2.0
Hilton Head Island,28,4.0
Hilton Head Island,29,2.0
Hilton Head Island,31,1.0
Hilton Head Island,32,1.0
Hilton Head Island,33,3.0
Hilton Head Island,35,2.0
Hilton Head Island,37,3.0
Hilton Head Island,38,1.0
Hilton Head Island,39,1.0
Hilton Head Island,40,1.0
Hilton Head Island,41,1.0
Hilton Head Island,42,2.0
Hilton Head Island,43,2.0
Hilton Head Island,44,2.0
Hilton Head Island,45,5.0
Hilton Head Island,47,1.0
Hilton Head Island,51,1.0
Hixson,7,2.0
Hixson,14,2.0
Hixson,15,2.0
Hixson,19,2.0
Hixson,29,2.0
Hixson,30,2.0
Hixson,36,1.0
Hixson,37,1.0
Hixson,40,3.0
Hobart,16,1.0
Hobart,18,2.0
Hobart,23,2.0
Hobart,26,9.0
Hobart,30,5.0
Hobart,32,2.0
Hobart,40,2.0
Hobart,41,2.0
Hobart,43,1.0
Hobart,50,3.0
Hobbs,2,1.0
Hobbs,7,2.0
Hobbs,16,1.0
Hobbs,17,2.0
Hobbs,20,2.0
Hobbs,24,2.0
Hobbs,25,2.0
Hobbs,26,3.0
Hobbs,29,2.0
Hobbs,33,1.0
Hobbs,36,1.0
Hobbs,38,2.0
Hobbs,44,2.0
Hobbs,46,2.0
Hobbs,48,2.0
Hobbs,52,3.0
Holiday,4,2.0
Holiday,10,1.0
Holiday,18,2.0
Holiday,19,2.0
Holiday,20,1.0
Holiday,23,2.0
Holiday,41,1.0
Holiday,43,1.0
Holland,2,2.0
Holland,3,1.0
Holland,5,2.0
Holland,6,2.5
Holland,12,2.0
Holland,13,2.0
Holland,23,5.0
Holland,29,1.0
Holland,31,1.0
Holland,34,2.0
Holland,35,2.5
Holland,36,3.0
Holland,39,3.0
Holland,42,2.0
Holland,47,1.0
Holland,49,1.0
Holland,50,2.0
Holland,51,2.0
Holly Hill,7,1.0
Holly Hill,10,1.5
Holly Hill,13,2.0
Holly Hill,16,1.0
Holly Hill,23,1.0
Holly Hill,24,1.0
Holly Hill,25,1.0
Holly Hill,27,2.0
Holly Hill,28,1.0
Holly Hill,29,6.0
Holly Hill,30,3.0
Holly Hill,36,2.0
Holly Hill,37,1.0
Holly Hill,45,1.0
Holly Springs,3,1.0
Holly Springs,4,1.0
Holly Springs,5,5.0
Holly Springs,7,2.0
Holly Springs,12,4.0
Holly Springs,15,2.0
Holly Springs,17,3.5
Holly Springs,24,2.0
Holly Springs,25,2.0
Holly Springs,26,1.0
Holly Springs,29,3.0
Holly Springs,31,2.0
Holly Springs,44,2.0
Holly Springs,48,2.0
Hollywood,1,2.0
Hollywood,2,2.0
Hollywood,4,2.0
Hollywood,6,2.0
Hollywood,7,2.0
Hollywood,9,4.0
Hollywood,13,1.6666666666666667
Hollywood,14,2.0
Hollywood,15,2.3333333333333335
Hollywood,16,1.0
Hollywood,17,1.5
Hollywood,18,2.25
Hollywood,19,3.0
Hollywood,20,8.0
Hollywood,21,1.5
Hollywood,22,1.75
Hollywood,23,1.0
Hollywood,24,2.5
Hollywood,29,3.0
Hollywood,31,2.5
Hollywood,33,2.0
Hollywood,34,2.0
Hollywood,35,2.0
Hollywood,36,2.0
Hollywood,37,4.0
Hollywood,38,1.5
Hollywood,39,1.0
Hollywood,40,1.5
Hollywood,41,1.5
Hollywood,43,3.0
Hollywood,44,2.0
Hollywood,45,1.5
Hollywood,46,2.0
Hollywood,47,2.0
Hollywood,50,2.5
Hollywood,51,2.0
Hollywood,52,2.0
Hollywood (Miramar),14,1.0
Hollywood (Miramar),15,1.0
Hollywood (Miramar),16,2.0
Hollywood (Miramar),20,3.0
Hollywood (Miramar),22,2.0
Hollywood (Miramar),31,1.0
Hollywood (Miramar),32,2.0
Hollywood (Miramar),33,2.0
Hollywood (Miramar),38,1.0
Hollywood (Miramar),44,1.0
Hollywood (Miramar),48,3.0
Hollywood (Miramar),52,2.0
Holyoke,1,1.0
Holyoke,2,3.0
Holyoke,3,1.0
Holyoke,4,2.0
Holyoke,6,2.3333333333333335
Holyoke,7,1.0
Holyoke,8,1.0
Holyoke,10,1.0
Holyoke,11,2.0
Holyoke,12,3.5
Holyoke,13,2.0
Holyoke,14,1.6666666666666667
Holyoke,15,1.5
Holyoke,16,1.0
Holyoke,17,1.0
Holyoke,18,1.0
Holyoke,20,1.0
Holyoke,21,1.3333333333333333
Holyoke,22,1.5
Holyoke,24,1.0
Holyoke,25,3.0
Holyoke,28,1.0
Holyoke,29,1.0
Holyoke,30,1.5
Holyoke,32,3.0
Holyoke,33,1.5
Holyoke,34,1.0
Holyoke,35,2.25
Holyoke,36,2.0
Holyoke,38,4.0
Holyoke,39,4.0
Holyoke,40,1.0
Holyoke,41,1.0
Holyoke,43,2.0
Holyoke,44,1.0
Holyoke,45,1.5
Holyoke,46,2.6666666666666665
Holyoke,49,1.0
Holyoke,50,2.0
Holyoke,51,1.6666666666666667
Homestead,1,6.0
Homestead,2,3.0
Homestead,4,3.0
Homestead,5,1.0
Homestead,8,2.0
Homestead,9,1.0
Homestead,10,2.0
Homestead,11,2.0
Homestead,14,2.0
Homestead,15,2.0
Homestead,16,2.0
Homestead,18,2.0
Homestead,21,3.0
Homestead,23,4.0
Homestead,35,2.0
Homestead,36,1.6666666666666667
Homestead,41,2.0
Homestead,42,1.0
Homestead,43,1.0
Homestead,45,1.0
Homestead,46,2.0
Homestead,51,2.0
Homestead (Florida City),3,2.0
Homestead (Florida City),11,1.0
Homestead (Florida City),17,2.0
Homestead (Florida City),23,1.0
Homestead (Florida City),24,1.0
Homestead (Florida City),26,1.0
Homestead (Florida City),31,2.0
Homestead (Florida City),37,2.0
Homestead (Florida City),42,1.0
Homestead (Florida City),44,2.5
Homestead (Florida City),46,1.0
Homestead (Florida City),50,2.0
Honolulu,2,2.0
Honolulu,4,1.0
Honolulu,5,2.0
Honolulu,6,1.0
Honolulu,8,4.0
Honolulu,12,1.0
Honolulu,13,3.0
Honolulu,14,1.5
Honolulu,15,1.0
Honolulu,17,1.0
Honolulu,19,2.0
Honolulu,20,1.0
Honolulu,21,2.0
Honolulu,22,2.0
Honolulu,24,4.0
Honolulu,25,2.0
Honolulu,26,1.5
Honolulu,30,2.0
Honolulu,33,1.0
Honolulu,34,1.0
Honolulu,35,1.0
Honolulu,36,2.0
Honolulu,37,4.0
Honolulu,38,3.0
Honolulu,42,7.0
Honolulu,43,2.0
Honolulu,44,1.0
Honolulu,46,6.0
Honolulu,47,2.0
Honolulu,49,2.0
Honolulu,51,2.5
Hooksett,10,3.0
Hooksett,11,1.0
Hooksett,18,1.0
Hooksett,22,3.0
Hooksett,36,1.0
Hooksett,38,1.0
Hooksett,40,2.0
Hooksett,42,3.0
Hooksett,43,2.0
Hooksett,45,1.0
Hooksett,49,1.0
Hooksett,51,2.0
Hoopa,5,2.0
Hoopa,6,2.0
Hoopa,10,1.0
Hoopa,12,5.0
Hoopa,21,2.0
Hoopa,32,2.0
Hoopa,36,2.0
Hoopa,43,1.0
Hoopa,44,1.0
Hoopa,47,1.0
Hope,10,2.0
Hope,11,3.0
Hope,15,2.0
Hope,22,2.0
Hope,25,2.0
Hope,26,1.0
Hope,31,2.0
Hope,36,4.0
Hope,44,2.0
Hope,50,2.0
Hope Mills,2,10.0
Hope Mills,4,3.0
Hope Mills,5,2.0
Hope Mills,9,2.0
Hope Mills,18,3.0
Hope Mills,25,2.0
Hope Mills,31,6.0
Hope Mills,34,6.0
Hope Mills,36,2.0
Hope Mills,41,2.0
Hope Mills,43,2.0
Hope Mills,46,2.0
Hope Mills,49,1.0
Hopewell,2,1.0
Hopewell,5,3.0
Hopewell,6,2.0
Hopewell,7,2.0
Hopewell,9,5.0
Hopewell,11,2.5
Hopewell,12,2.0
Hopewell,15,2.0
Hopewell,16,2.0
Hopewell,24,2.0
Hopewell,25,1.5
Hopewell,27,2.0
Hopewell,28,1.0
Hopewell,29,1.0
Hopewell,30,3.0
Hopewell,32,1.0
Hopewell,38,1.0
Hopewell,40,1.0
Hopewell,44,1.0
Hopewell,47,1.0
Hopewell,50,2.5
Hopewell,51,4.0
Hopewell,52,1.25
Hopkinsville,1,1.0
Hopkinsville,3,2.0
Hopkinsville,4,1.0
Hopkinsville,8,1.4
Hopkinsville,11,1.0
Hopkinsville,12,1.0
Hopkinsville,14,1.6666666666666667
Hopkinsville,15,2.0
Hopkinsville,16,1.0
Hopkinsville,17,3.0
Hopkinsville,18,1.0
Hopkinsville,19,3.0
Hopkinsville,20,1.25
Hopkinsville,28,2.0
Hopkinsville,29,1.0
Hopkinsville,30,1.3333333333333333
Hopkinsville,32,1.0
Hopkinsville,33,1.0
Hopkinsville,35,2.0
Hopkinsville,36,1.0
Hopkinsville,37,3.0
Hopkinsville,38,1.0
Hopkinsville,39,1.0
Hopkinsville,40,1.0
Hopkinsville,41,1.5
Hopkinsville,42,1.0
Hopkinsville,43,1.0
Hopkinsville,44,1.5
Hopkinsville,45,2.6666666666666665
Hopkinsville,46,2.0
Hopkinsville,47,2.0
Hopkinsville,50,1.0
Hopkinsville,51,1.0
Hopkinsville,52,2.0
Hopkinsville,53,2.0
Horry (county),3,2.0
Horry (county),6,2.0
Horry (county),7,2.0
Horry (county),8,1.0
Horry (county),19,1.0
Horry (county),20,3.0
Horry (county),23,3.0
Horry (county),26,2.0
Horry (county),30,3.0
Horry (county),37,2.0
Horry (county),38,1.3333333333333333
Horry (county),44,2.0
Horry (county),46,1.0
Horry County,1,2.0
Horry County,5,3.0
Horry County,10,2.0
Horry County,13,1.0
Horry County,26,2.0
Horry County,34,2.5
Horry County,41,2.0
Horry County,48,1.0
Hot Springs,3,1.0
Hot Springs,4,2.0
Hot Springs,5,2.0
Hot Springs,10,1.0
Hot Springs,12,4.0
Hot Springs,25,1.0
Hot Springs,34,2.0
Hot Springs,38,2.0
Hot Springs,39,2.5
Hot Springs,42,1.0
Hot Springs,43,4.0
Hot Springs,45,3.0
Hot Springs National Park (Hot Springs),3,2.0
Hot Springs National Park (Hot Springs),10,5.0
Hot Springs National Park (Hot Springs),13,3.0
Hot Springs National Park (Hot Springs),14,2.0
Hot Springs National Park (Hot Springs),15,1.0
Hot Springs National Park (Hot Springs),18,3.0
Hot Springs National Park (Hot Springs),19,3.3333333333333335
Hot Springs National Park (Hot Springs),22,1.0
Hot Springs National Park (Hot Springs),28,1.0
Hot Springs National Park (Hot Springs),29,1.0
Hot Springs National Park (Hot Springs),30,2.0
Hot Springs National Park (Hot Springs),32,2.0
Hot Springs National Park (Hot Springs),33,1.0
Hot Springs National Park (Hot Springs),36,7.0
Hot Springs National Park (Hot Springs),37,1.5
Hot Springs National Park (Hot Springs),40,1.6666666666666667
Hot Springs National Park (Hot Springs),41,1.0
Hot Springs National Park (Hot Springs),43,1.0
Hot Springs National Park (Hot Springs),45,2.0
Hot Springs National Park (Hot Springs),49,2.0
Hot Springs National Park (Hot Springs),51,3.0
Houma,1,1.5
Houma,2,2.0
Houma,3,2.0
Houma,6,5.0
Houma,9,1.6666666666666667
Houma,10,4.0
Houma,12,2.0
Houma,13,2.0
Houma,14,2.75
Houma,15,1.5
Houma,16,4.0
Houma,18,1.5
Houma,23,1.0
Houma,24,2.0
Houma,25,2.0
Houma,26,3.0
Houma,27,2.0
Houma,28,3.0
Houma,31,1.0
Houma,33,2.0
Houma,34,1.0
Houma,35,2.0
Houma,36,1.0
Houma,37,2.0
Houma,39,1.6666666666666667
Houma,40,2.5
Houma,41,2.5
Houma,42,1.5
Houma,43,5.0
Houma,44,3.5
Houma,46,1.75
Houma,48,1.0
Houma,49,2.0
Houma,50,1.8
Houma,51,1.3333333333333333
Houston,1,2.8333333333333335
Houston,2,2.4615384615384617
Houston,3,3.1578947368421053
Houston,4,2.1333333333333333
Houston,5,2.5
Houston,6,2.75
Houston,7,2.6
Houston,8,2.388888888888889
Houston,9,2.5
Houston,10,1.8
Houston,11,2.7142857142857144
Houston,12,2.4285714285714284
Houston,13,2.4
Houston,14,2.6842105263157894
Houston,15,2.4615384615384617
Houston,16,2.066666666666667
Houston,17,2.909090909090909
Houston,18,2.090909090909091
Houston,19,2.125
Houston,20,2.0625
Houston,21,2.388888888888889
Houston,22,2.1818181818181817
Houston,23,2.4
Houston,24,2.357142857142857
Houston,25,2.642857142857143
Houston,26,2.1538461538461537
Houston,27,1.8235294117647058
Houston,28,2.4285714285714284
Houston,29,2.2941176470588234
Houston,30,2.0434782608695654
Houston,31,1.3076923076923077
Houston,32,2.7777777777777777
Houston,33,2.0833333333333335
Houston,34,1.8
Houston,35,2.125
Houston,36,2.0526315789473686
Houston,37,2.0588235294117645
Houston,38,2.411764705882353
Houston,39,2.5652173913043477
Houston,40,1.75
Houston,41,2.2
Houston,42,2.923076923076923
Houston,43,2.5
Houston,44,2.0588235294117645
Houston,45,2.5555555555555554
Houston,46,2.347826086956522
Houston,47,2.2941176470588234
Houston,48,2.2941176470588234
Houston,49,2.789473684210526
Houston,50,2.0
Houston,51,1.7391304347826086
Houston,52,2.125
Houston,53,3.6666666666666665
Hudson,2,2.0
Hudson,3,6.0
Hudson,8,2.5
Hudson,10,1.5
Hudson,11,2.0
Hudson,16,1.0
Hudson,18,1.0
Hudson,20,1.0
Hudson,22,1.6666666666666667
Hudson,24,1.0
Hudson,28,3.0
Hudson,29,2.0
Hudson,31,2.0
Hudson,32,2.0
Hudson,33,1.0
Hudson,34,1.0
Hudson,37,1.0
Hudson,39,2.0
Hudson,42,2.0
Hudson,43,1.0
Hudson,48,2.25
Hudson,50,2.0
Hudson,51,3.0
Hull,8,1.0
Hull,10,2.0
Hull,11,2.0
Hull,15,1.0
Hull,32,1.0
Hull,37,2.0
Hull,40,1.0
Hull,43,2.0
Hull,51,2.0
Humble,2,1.0
Humble,7,2.0
Humble,17,1.0
Humble,22,2.0
Humble,24,1.0
Humble,32,1.0
Humble,36,1.5
Humble,37,3.0
Humble,39,5.0
Humble,44,2.0
Humble,51,3.0
Humboldt,1,3.5
Humboldt,2,2.0
Humboldt,5,1.5
Humboldt,6,2.0
Humboldt,8,1.0
Humboldt,12,2.3333333333333335
Humboldt,28,1.0
Humboldt,30,1.0
Humboldt,31,1.0
Humboldt,39,1.3333333333333333
Humboldt,40,1.5
Humboldt,42,1.0
Humboldt,44,1.0
Humboldt,45,2.0
Humboldt,47,1.0
Humboldt,48,2.0
Humboldt,49,4.0
Humboldt (county),1,1.0
Humboldt (county),5,1.0
Humboldt (county),6,1.0
Humboldt (county),12,1.0
Humboldt (county),14,2.0
Humboldt (county),18,1.0
Humboldt (county),23,4.0
Humboldt (county),26,2.0
Humboldt (county),34,1.0
Humboldt (county),36,3.0
Humboldt (county),45,1.0
Humboldt (county),49,1.0
Humboldt (county),50,1.0
Huntington,1,1.0
Huntington,2,1.0
Huntington,3,2.0
Huntington,4,2.0
Huntington,5,4.0
Huntington,6,3.6666666666666665
Huntington,7,1.0
Huntington,8,2.5
Huntington,9,1.5
Huntington,10,1.5
Huntington,11,1.4
Huntington,12,1.6666666666666667
Huntington,13,1.6
Huntington,14,4.0
Huntington,15,2.3333333333333335
Huntington,16,2.0
Huntington,17,2.0
Huntington,18,4.0
Huntington,19,2.0
Huntington,20,2.0
Huntington,21,3.0
Huntington,22,1.8
Huntington,23,2.0
Huntington,24,2.5
Huntington,25,2.5
Huntington,26,1.7777777777777777
Huntington,28,1.0
Huntington,29,2.0
Huntington,30,1.6666666666666667
Huntington,31,1.5
Huntington,32,1.0
Huntington,33,2.0
Huntington,34,2.0
Huntington,35,2.0
Huntington,37,2.6
Huntington,39,2.25
Huntington,40,2.0
Huntington,41,2.0
Huntington,42,2.0
Huntington,45,2.0
Huntington,47,1.0
Huntington,48,2.75
Huntington,49,1.0
Huntington,50,1.5
Huntington,51,1.6666666666666667
Huntington Station,9,1.0
Huntington Station,11,2.0
Huntington Station,16,3.0
Huntington Station,20,2.0
Huntington Station,26,3.0
Huntington Station,27,1.0
Huntington Station,29,1.0
Huntington Station,30,1.5
Huntington Station,31,1.0
Huntington Station,32,1.0
Huntington Station,34,2.0
Huntsville,1,1.7777777777777777
Huntsville,2,3.5
Huntsville,3,2.3333333333333335
Huntsville,4,1.6666666666666667
Huntsville,5,1.6666666666666667
Huntsville,6,2.3333333333333335
Huntsville,7,1.6666666666666667
Huntsville,8,1.0
Huntsville,9,2.0
Huntsville,10,2.3333333333333335
Huntsville,11,1.625
Huntsville,12,2.5
Huntsville,13,1.6666666666666667
Huntsville,14,2.5
Huntsville,15,2.0
Huntsville,16,1.5
Huntsville,18,1.6666666666666667
Huntsville,19,3.0
Huntsville,20,1.3333333333333333
Huntsville,21,3.4
Huntsville,22,2.125
Huntsville,23,1.0
Huntsville,24,2.6
Huntsville,25,1.5
Huntsville,26,2.5
Huntsville,27,2.6666666666666665
Huntsville,28,2.0
Huntsville,29,3.0
Huntsville,30,1.5
Huntsville,31,2.0
Huntsville,32,1.3333333333333333
Huntsville,34,1.75
Huntsville,35,2.0
Huntsville,37,1.5
Huntsville,38,3.0
Huntsville,39,1.6666666666666667
Huntsville,40,1.3333333333333333
Huntsville,41,1.3333333333333333
Huntsville,42,2.3333333333333335
Huntsville,43,1.6
Huntsville,45,1.6666666666666667
Huntsville,46,2.0
Huntsville,47,2.5
Huntsville,48,1.5
Huntsville,49,1.6666666666666667
Huntsville,50,3.0
Huntsville,51,6.0
Huntsville,52,2.0
Huntsville,53,1.0
Hutchinson,1,2.0
Hutchinson,4,2.0
Hutchinson,12,2.0
Hutchinson,15,1.0
Hutchinson,19,2.5
Hutchinson,25,2.0
Hutchinson,26,1.0
Hutchinson,27,1.0
Hutchinson,28,1.0
Hutchinson,31,2.0
Hutchinson,32,1.0
Hutchinson,34,1.5
Hutchinson,38,2.0
Hutchinson,44,2.0
Hutchinson,46,2.0
Hutchinson,49,1.5
Hutchinson,50,1.0
Hyannis,9,2.0
Hyannis,10,1.0
Hyannis,14,1.0
Hyannis,25,3.0
Hyannis,32,3.5
Hyannis,33,2.0
Hyannis,35,1.0
Hyannis,38,1.5
Hyannis,40,1.0
Hyannis,43,1.0
Hyannis,44,1.0
Hyannis,45,1.0
Hyannis,47,3.0
Hyannis,51,2.0
Hyattsville,2,1.0
Hyattsville,22,2.0
Hyattsville,24,2.0
Hyattsville,25,2.5
Hyattsville,27,1.0
Hyattsville,30,2.0
Hyattsville,36,3.0
Hyattsville,37,2.0
Hyattsville,43,3.0
Hyattsville,44,1.0
Hyattsville,50,1.5
Hyattsville (Landover),10,4.0
Hyattsville (Landover),12,1.0
Hyattsville (Landover),14,1.0
Hyattsville (Landover),18,1.0
Hyattsville (Landover),27,3.0
Hyattsville (Landover),28,1.0
Hyattsville (Landover),31,2.0
Hyattsville (Landover),39,2.0
Hyattsville (Landover),48,1.0
Hyattsville (Landover),51,2.0
Iberia Parish,1,1.0
Iberia Parish,2,3.0
Iberia Parish,9,1.0
Iberia Parish,10,1.0
Iberia Parish,12,2.0
Iberia Parish,17,2.0
Iberia Parish,22,1.0
Iberia Parish,27,3.0
Iberia Parish,30,2.0
Iberia Parish,34,3.0
Iberia Parish,38,2.0
Iberia Parish,46,2.0
Idaho Falls,1,1.75
Idaho Falls,2,2.0
Idaho Falls,3,1.0
Idaho Falls,6,1.0
Idaho Falls,9,2.0
Idaho Falls,15,3.0
Idaho Falls,16,1.0
Idaho Falls,22,1.0
Idaho Falls,24,2.0
Idaho Falls,27,1.5
Idaho Falls,29,2.0
Idaho Falls,31,1.0
Idaho Falls,32,2.0
Idaho Falls,33,1.0
Idaho Falls,39,1.0
Idaho Falls,40,1.0
Idaho Falls,41,1.0
Idaho Falls,45,2.0
Idaho Falls,46,1.0
Idaho Falls,47,1.0
Idaho Falls,49,2.5
Idaho Falls,53,1.0
Immokalee,4,1.0
Immokalee,7,3.0
Immokalee,13,2.0
Immokalee,24,2.3333333333333335
Immokalee,25,1.0
Immokalee,26,1.0
Immokalee,27,1.0
Immokalee,31,2.0
Immokalee,40,1.0
Immokalee,47,1.0
Immokalee,49,2.0
Immokalee,51,2.0
Immokalee,52,3.0
Imperial,3,1.0
Imperial,7,1.0
Imperial,12,1.0
Imperial,24,2.0
Imperial,30,2.0
Imperial,38,2.0
Imperial,45,1.0
Imperial,48,2.0
Imperial,50,2.0
Imperial,51,1.0
Independence,1,1.0
Independence,2,1.5
Independence,3,2.0
Independence,4,3.0
Independence,5,4.0
Independence,6,2.3333333333333335
Independence,7,2.0
Independence,8,3.5
Independence,12,4.0
Independence,13,5.0
Independence,15,1.0
Independence,21,1.5
Independence,22,1.0
Independence,23,1.0
Independence,24,2.0
Independence,25,2.0
Independence,26,1.0
Independence,28,1.5
Independence,29,2.0
Independence,30,2.0
Independence,32,1.0
Independence,33,3.0
Independence,35,1.0
Independence,36,2.0
Independence,37,1.5
Independence,38,2.0
Independence,39,3.0
Independence,40,2.0
Independence,41,2.0
Independence,43,2.0
Independence,44,4.0
Independence,46,2.0
Independence,47,2.0
Independence,48,2.0
Independence,49,2.0
Independence,50,3.0
Independence,51,3.0
Independence,52,1.5
Independence,53,1.5
Indiana,5,2.0
Indiana,12,3.5
Indiana,13,3.0
Indiana,19,5.0
Indiana,26,1.0
Indiana,39,2.0
Indiana,45,2.0
Indiana,49,1.0
Indiana,50,1.0
Indianapolis,1,1.6666666666666667
Indianapolis,2,2.0
Indianapolis,3,2.0476190476190474
Indianapolis,4,1.8125
Indianapolis,5,1.8
Indianapolis,6,2.8333333333333335
Indianapolis,7,1.5714285714285714
Indianapolis,8,2.4444444444444446
Indianapolis,9,1.8571428571428572
Indianapolis,10,2.227272727272727
Indianapolis,11,2.0
Indianapolis,12,1.7777777777777777
Indianapolis,13,2.3333333333333335
Indianapolis,14,2.3333333333333335
Indianapolis,15,2.0952380952380953
Indianapolis,16,2.0
Indianapolis,17,1.7142857142857142
Indianapolis,18,1.8571428571428572
Indianapolis,19,2.176470588235294
Indianapolis,20,1.5454545454545454
Indianapolis,21,2.230769230769231
Indianapolis,22,2.375
Indianapolis,23,1.7142857142857142
Indianapolis,24,1.7222222222222223
Indianapolis,25,1.9375
Indianapolis,26,1.6666666666666667
Indianapolis,27,2.388888888888889
Indianapolis,28,1.588235294117647
Indianapolis,29,1.8
Indianapolis,30,2.5217391304347827
Indianapolis,31,1.6111111111111112
Indianapolis,32,1.736842105263158
Indianapolis,33,1.9285714285714286
Indianapolis,34,1.5
Indianapolis,35,1.6470588235294117
Indianapolis,36,1.45
Indianapolis,37,1.894736842105263
Indianapolis,38,1.6666666666666667
Indianapolis,39,1.9444444444444444
Indianapolis,40,2.08
Indianapolis,41,1.625
Indianapolis,42,2.0952380952380953
Indianapolis,43,1.411764705882353
Indianapolis,44,1.5833333333333333
Indianapolis,45,2.1818181818181817
Indianapolis,46,2.0
Indianapolis,47,1.9411764705882353
Indianapolis,48,1.8
Indianapolis,49,1.9333333333333333
Indianapolis,50,1.5
Indianapolis,51,2.0
Indianapolis,52,1.5333333333333334
Indianapolis,53,4.0
Indio,1,3.0
Indio,2,2.0
Indio,3,1.0
Indio,7,1.0
Indio,9,1.0
Indio,10,1.0
Indio,11,1.0
Indio,12,1.0
Indio,13,2.0
Indio,15,1.0
Indio,16,1.0
Indio,21,1.5
Indio,26,1.0
Indio,28,1.0
Indio,29,1.25
Indio,30,2.0
Indio,31,5.0
Indio,33,2.0
Indio,34,1.0
Indio,35,1.0
Indio,39,1.0
Indio,41,1.0
Indio,42,1.0
Indio,45,1.0
Indio,50,1.0
Inglewood,1,1.0
Inglewood,2,2.0
Inglewood,3,1.5
Inglewood,4,1.0
Inglewood,7,2.5
Inglewood,13,1.0
Inglewood,14,1.0
Inglewood,17,2.0
Inglewood,19,1.0
Inglewood,26,2.0
Inglewood,27,1.0
Inglewood,30,2.5
Inglewood,31,1.0
Inglewood,32,1.0
Inglewood,35,6.0
Inglewood,37,1.0
Inglewood,38,1.0
Inglewood,45,4.0
Inglewood,46,1.0
Inglewood,50,1.0
Inkster,1,1.0
Inkster,4,2.0
Inkster,5,2.0
Inkster,6,2.0
Inkster,7,3.0
Inkster,8,2.5
Inkster,11,2.0
Inkster,15,4.0
Inkster,19,1.0
Inkster,20,3.0
Inkster,26,4.0
Inkster,31,1.0
Inkster,37,1.0
Inkster,40,2.0
Inkster,47,1.0
Inkster,50,2.0
Inkster,53,2.0
Iowa City,1,1.5
Iowa City,2,1.0
Iowa City,5,1.0
Iowa City,6,2.0
Iowa City,7,2.0
Iowa City,8,1.5
Iowa City,10,3.0
Iowa City,16,1.5
Iowa City,18,1.0
Iowa City,20,1.0
Iowa City,21,1.0
Iowa City,26,2.0
Iowa City,27,1.0
Iowa City,29,1.0
Iowa City,30,1.5
Iowa City,31,2.5
Iowa City,34,2.5
Iowa City,36,2.0
Iowa City,39,1.0
Iowa City,40,1.0
Iowa City,42,1.6666666666666667
Iowa City,44,1.25
Iowa City,48,1.5
Iowa City,49,3.0
Iowa City,50,1.0
Iowa City,52,1.0
Irvine,4,2.0
Irvine,5,2.5
Irvine,10,1.0
Irvine,19,2.0
Irvine,24,2.0
Irvine,32,2.0
Irvine,34,2.0
Irvine,35,2.0
Irvine,41,1.0
Irving,3,1.0
Irving,4,2.0
Irving,5,1.0
Irving,11,3.0
Irving,14,1.0
Irving,18,2.0
Irving,20,3.0
Irving,21,5.0
Irving,24,2.0
Irving,26,1.0
Irving,32,2.5
Irving,33,3.0
Irving,34,4.0
Irving,35,4.0
Irving,37,2.0
Irving,45,1.0
Irving,49,6.0
Irving,51,2.0
Irving,52,2.0
Irvington,2,2.0
Irvington,3,2.0
Irvington,4,1.0
Irvington,7,2.0
Irvington,8,1.0
Irvington,9,1.0
Irvington,12,2.0
Irvington,16,1.0
Irvington,20,1.5
Irvington,21,3.0
Irvington,24,1.5
Irvington,25,1.0
Irvington,26,1.0
Irvington,27,1.0
Irvington,29,2.0
Irvington,34,3.0
Irvington,35,1.5
Irvington,36,1.0
Irvington,37,1.0
Irvington,40,1.6666666666666667
Irvington,41,1.0
Irvington,43,1.6666666666666667
Irvington,44,1.3333333333333333
Irvington,45,3.3333333333333335
Irvington,46,1.0
Irvington,47,2.0
Irvington,49,2.0
Irvington,51,2.0
Ithaca,6,1.0
Ithaca,11,1.0
Ithaca,13,1.0
Ithaca,14,1.5
Ithaca,15,1.0
Ithaca,26,1.6666666666666667
Ithaca,32,4.0
Ithaca,49,2.0
Ithaca,52,1.0
Ithaca,53,2.0
Jackson,1,1.8
Jackson,2,2.0625
Jackson,3,2.25
Jackson,4,1.6666666666666667
Jackson,5,2.0
Jackson,6,1.8
Jackson,7,2.0
Jackson,8,2.0
Jackson,9,2.3333333333333335
Jackson,10,1.5
Jackson,11,1.9333333333333333
Jackson,12,1.6666666666666667
Jackson,13,2.0
