year,state,congressional_district,party,totalvotes,republican_votes,democrat_votes
1986,CALIFORNIA,28,DEMOCRAT,121330,28408,92635
1986,CALIFORNIA,29,DEMOCRAT,92415,14140,78132
1986,CALIFORNIA,30,DEMOCRAT,94985,35260,59369
1986,CALIFORNIA,31,DEMOCRAT,109781,32328,77126
1986,CALIFORNIA,32,DEMOCRAT,132541,41384,90739
1986,CALIFORNIA,33,REPUBLICAN,165353,118541,46344
1986,CALIFORNIA,34,DEMOCRAT,110063,43222,66404
1986,CALIFORNIA,35,REPUBLICAN,165557,127235,37939
1986,CALIFORNIA,36,DEMOCRAT,136778,58073,78118
1986,CALIFORNIA,37,REPUBLICAN,192224,122416,69110
1986,CALIFORNIA,38,REPUBLICAN,119464,66032,52898
1986,CALIFORNIA,39,REPUBLICAN,176732,131603,44678
1986,CALIFORNIA,40,REPUBLICAN,200518,119829,79882
1986,CALIFORNIA,41,REPUBLICAN,196923,133566,62723
1986,CALIFORNIA,42,REPUBLICAN,192711,140364,51824
1986,CALIFORNIA,43,REPUBLICAN,187789,137341,49944
1986,CALIFORNIA,44,DEMOCRAT,109836,38886,70557
1986,CALIFORNIA,45,REPUBLICAN,154675,118900,35417
1986,COLORADO,1,DEMOCRAT,155208,48604,106113
1986,COLORADO,2,DEMOCRAT,177255,85172,91223
1986,COLORADO,3,DEMOCRAT,183861,87623,95353
1986,COLORADO,4,REPUBLICAN,167761,117089,50165
1986,COLORADO,5,REPUBLICAN,173641,121153,51963
1986,COLORADO,6,REPUBLICAN,160531,104359,55610
1986,CONNECTICUT,1,DEMOCRAT,173787,44408,128930
1986,CONNECTICUT,2,DEMOCRAT,162098,52340,109229
1986,CONNECTICUT,3,DEMOCRAT,164087,49313,114276
1986,CONNECTICUT,4,REPUBLICAN,144211,77212,66329
1986,CONNECTICUT,5,REPUBLICAN,162035,98664,62737
1986,CONNECTICUT,6,REPUBLICAN,173437,111304,61512
1986,DELAWARE,0,DEMOCRAT,160757,53862,106351
1986,FLORIDA,1,DEMOCRAT,152991,54904,97532
1986,FLORIDA,2,DEMOCRAT,110766,619,110141
1986,FLORIDA,6,DEMOCRAT,204667,60458,143598
1986,FLORIDA,9,REPUBLICAN,235118,166540,67892
1986,FLORIDA,10,REPUBLICAN,171966,122395,49075
1986,FLORIDA,11,DEMOCRAT,205061,55392,149109
1986,FLORIDA,12,REPUBLICAN,151180,150244,927
1986,FLORIDA,13,REPUBLICAN,250555,187846,62082
1986,FLORIDA,14,DEMOCRAT,233165,60577,171976
1986,FLORIDA,16,DEMOCRAT,174028,52281,121219
1986,FLORIDA,18,DEMOCRAT,108876,28526,80062
1986,FLORIDA,19,DEMOCRAT,143678,44018,99215
1986,GEORGIA,1,DEMOCRAT,69442,2,69440
1986,GEORGIA,2,DEMOCRAT,72490,8,72482
1986,GEORGIA,3,DEMOCRAT,76062,210,75850
1986,GEORGIA,4,REPUBLICAN,162266,86366,75141
1986,GEORGIA,5,DEMOCRAT,123800,30265,93229
1986,GEORGIA,6,REPUBLICAN,126941,75583,50844
1986,GEORGIA,7,DEMOCRAT,133534,44449,88636
1986,GEORGIA,8,DEMOCRAT,95206,12822,82254
1986,GEORGIA,9,DEMOCRAT,84320,17,84303
1986,GEORGIA,10,DEMOCRAT,118267,38332,79548
1986,HAWAII,1,REPUBLICAN,168377,99683,68007
1986,HAWAII,2,DEMOCRAT,162819,38599,123830
1986,IDAHO,1,REPUBLICAN,185124,120553,63925
1986,IDAHO,2,DEMOCRAT,189563,85663,103035
1986,ILLINOIS,1,DEMOCRAT,126948,4526,122376
1986,ILLINOIS,2,DEMOCRAT,118417,18958,99268
1986,ILLINOIS,3,DEMOCRAT,155567,52092,102949
1986,ILLINOIS,4,REPUBLICAN,119356,61583,57195
1986,ILLINOIS,5,DEMOCRAT,117204,34391,82466
1986,ILLINOIS,6,REPUBLICAN,130260,98196,31743
1986,ILLINOIS,7,DEMOCRAT,113164,22179,90761
1986,ILLINOIS,8,DEMOCRAT,105256,22159,82873
1986,ILLINOIS,9,DEMOCRAT,129453,36348,92738
1986,ILLINOIS,10,REPUBLICAN,116520,87530,28700
1986,ILLINOIS,11,DEMOCRAT,151311,43898,106970
1986,ILLINOIS,12,REPUBLICAN,114580,89044,25281
1986,ILLINOIS,13,REPUBLICAN,146101,107227,38485
1986,ILLINOIS,14,REPUBLICAN,147581,77288,69590
1986,ILLINOIS,15,REPUBLICAN,115284,115284,0
1986,ILLINOIS,16,REPUBLICAN,139069,92982,45626
1986,ILLINOIS,17,DEMOCRAT,153543,67420,85442
1986,ILLINOIS,18,REPUBLICAN,150639,94308,55768
1986,ILLINOIS,19,DEMOCRAT,167291,55624,111105
1986,ILLINOIS,20,DEMOCRAT,185847,58698,126556
1986,ILLINOIS,21,DEMOCRAT,130501,64131,65722
1986,ILLINOIS,22,DEMOCRAT,183318,84876,97585
1986,INDIANA,1,DEMOCRAT,118441,31143,86983
1986,INDIANA,2,DEMOCRAT,165625,62537,102456
1986,INDIANA,3,REPUBLICAN,152509,75979,75765
1986,INDIANA,4,REPUBLICAN,143572,99865,43270
1986,INDIANA,5,DEMOCRAT,157006,75472,80772
1986,INDIANA,6,REPUBLICAN,173165,118363,54254
1986,INDIANA,7,REPUBLICAN,157163,104965,51676
1986,INDIANA,8,DEMOCRAT,201157,93550,106662
1986,INDIANA,9,DEMOCRAT,167703,46646,120586
1986,INDIANA,10,DEMOCRAT,119166,49846,68817
1986,IOWA,1,REPUBLICAN,130825,86834,43551
1986,IOWA,2,REPUBLICAN,144630,88708,55363
1986,IOWA,3,DEMOCRAT,152920,68722,83504
1986,IOWA,4,DEMOCRAT,156952,49184,107271
1986,IOWA,5,REPUBLICAN,143589,85025,57978
1986,IOWA,6,REPUBLICAN,160679,81861,78030
1986,KANSAS,1,REPUBLICAN,184656,141297,42925
1986,KANSAS,2,DEMOCRAT,156766,45569,110737
1986,KANSAS,3,REPUBLICAN,109266,109266,0
1986,KANSAS,4,DEMOCRAT,172342,60566,111164
1986,KANSAS,5,REPUBLICAN,164340,116800,47065
1986,KENTUCKY,1,DEMOCRAT,64332,17,64315
1986,KENTUCKY,2,DEMOCRAT,57652,8,57644
1986,KENTUCKY,3,DEMOCRAT,112233,29987,81943
1986,KENTUCKY,4,REPUBLICAN,122763,67626,54586
1986,KENTUCKY,5,REPUBLICAN,56764,56760,4
1986,KENTUCKY,6,REPUBLICAN,102224,75906,26055
1986,KENTUCKY,7,DEMOCRAT,113828,22977,90619
1986,LOUISIANA,7,DEMOCRAT,191498,81470,109205
1986,LOUISIANA,8,REPUBLICAN,199140,102276,95895
1986,MAINE,1,DEMOCRAT,229233,106311,121848
1986,MAINE,2,REPUBLICAN,192397,148770,43191
1986,MARYLAND,1,DEMOCRAT,131877,43326,88113
1986,MARYLAND,2,REPUBLICAN,164946,96745,67519
1986,MARYLAND,3,DEMOCRAT,126613,26187,100161
1986,MARYLAND,4,DEMOCRAT,129714,63997,65071
1986,MARYLAND,5,DEMOCRAT,100200,17921,82098
1986,MARYLAND,6,DEMOCRAT,142575,39204,102975
1986,MARYLAND,7,DEMOCRAT,91398,12050,79226
1986,MARYLAND,8,REPUBLICAN,175742,92917,81997
1986,MASSACHUSETTS,1,REPUBLICAN,151960,113653,37924
1986,MASSACHUSETTS,2,DEMOCRAT,147005,55412,91033
1986,MASSACHUSETTS,3,DEMOCRAT,160202,39580,120222
1986,MASSACHUSETTS,4,DEMOCRAT,166835,32124,134387
1986,MASSACHUSETTS,5,DEMOCRAT,156886,42764,113690
1986,MASSACHUSETTS,6,DEMOCRAT,173704,42226,131051
1986,MASSACHUSETTS,7,DEMOCRAT,173160,48487,124183
1986,MASSACHUSETTS,8,DEMOCRAT,154984,49830,104651
1986,MASSACHUSETTS,9,DEMOCRAT,149271,38853,110026
1986,MASSACHUSETTS,10,DEMOCRAT,194076,71773,121578
1986,MASSACHUSETTS,11,DEMOCRAT,149193,33924,114926
1986,MICHIGAN,1,DEMOCRAT,105784,11362,94307
1986,MICHIGAN,2,REPUBLICAN,134778,79567,54659
1986,MICHIGAN,3,DEMOCRAT,130400,51163,78720
1986,MICHIGAN,4,REPUBLICAN,113633,70331,42869
1986,MICHIGAN,5,REPUBLICAN,141186,100577,40203
1986,MICHIGAN,6,DEMOCRAT,132217,56717,74927
1986,MICHIGAN,7,DEMOCRAT,127172,25688,101225
1986,MICHIGAN,8,DEMOCRAT,134101,36328,97406
1986,MICHIGAN,9,REPUBLICAN,139693,89991,49205
1986,MICHIGAN,10,REPUBLICAN,153424,78475,74200
1986,MICHIGAN,11,REPUBLICAN,145404,91575,53291
1986,MICHIGAN,12,DEMOCRAT,132089,44002,87643
1986,MICHIGAN,13,DEMOCRAT,89746,13178,76435
1986,MICHIGAN,14,DEMOCRAT,126667,33996,92328
1986,MICHIGAN,15,DEMOCRAT,103612,25405,77950
1986,MICHIGAN,16,DEMOCRAT,130636,28687,101659
1986,MICHIGAN,17,DEMOCRAT,137390,32035,105031
1986,MICHIGAN,18,REPUBLICAN,149244,110099,38754
1986,MINNESOTA,1,DEMOCRAT,172877,47284,125115
1986,MINNESOTA,2,REPUBLICAN,194315,100249,93125
1986,MINNESOTA,3,REPUBLICAN,181729,127434,53752
1986,MINNESOTA,4,DEMOCRAT,154635,41553,112662
1986,MINNESOTA,5,DEMOCRAT,144997,39191,105410
1986,MINNESOTA,6,DEMOCRAT,168077,56904,110598
1986,MINNESOTA,7,REPUBLICAN,189264,94024,94288
1986,MINNESOTA,8,DEMOCRAT,187045,50814,135718
1986,MISSISSIPPI,1,DEMOCRAT,90137,29964,59870
1986,MISSISSIPPI,2,DEMOCRAT,141411,67609,73119
1986,MISSISSIPPI,3,DEMOCRAT,80575,0,80575
1986,MISSISSIPPI,4,DEMOCRAT,120009,33848,85819
1986,MISSISSIPPI,5,REPUBLICAN,91431,75288,15982
1986,MISSOURI,1,DEMOCRAT,137643,46133,91044
1986,MISSOURI,2,REPUBLICAN,194548,101010,92603
1986,MISSOURI,3,DEMOCRAT,168785,51858,116403
1986,MISSOURI,4,DEMOCRAT,129471,0,129471
1986,MISSOURI,5,DEMOCRAT,142574,41129,101030
1986,MISSOURI,6,REPUBLICAN,169020,95865,72423
1986,MISSOURI,7,REPUBLICAN,170501,114210,55728
1986,MISSOURI,8,REPUBLICAN,150674,79142,70817
1986,MISSOURI,9,DEMOCRAT,166911,70262,95939
1986,MONTANA,1,DEMOCRAT,159731,60618,98501
1986,MONTANA,2,REPUBLICAN,158131,84548,72847
1986,NEBRASKA,1,REPUBLICAN,188986,121772,66542
1986,NEBRASKA,2,REPUBLICAN,170267,99569,69991
1986,NEBRASKA,3,REPUBLICAN,196184,136985,58607
1986,NEVADA,1,DEMOCRAT,114317,51962,61830
1986,NEVADA,2,REPUBLICAN,142912,83479,58839
1986,NEW HAMPSHIRE,1,REPUBLICAN,125547,70739,54260
1986,NEW HAMPSHIRE,2,REPUBLICAN,115200,85479,29424
1986,NEW JERSEY,1,DEMOCRAT,123601,29803,93497
1986,NEW JERSEY,2,DEMOCRAT,122800,38589,83821
1986,NEW JERSEY,3,DEMOCRAT,125625,51363,73743
1986,NEW JERSEY,4,REPUBLICAN,128778,78699,49578
1986,NEW JERSEY,5,REPUBLICAN,126398,85949,40045
1986,NEW JERSEY,6,DEMOCRAT,97769,30006,67460
1986,NEW JERSEY,7,REPUBLICAN,116716,92254,24217
1986,NEW JERSEY,8,DEMOCRAT,92089,33926,57820
1986,NEW JERSEY,9,DEMOCRAT,129860,39824,89634
1986,NEW JERSEY,10,DEMOCRAT,48643,1957,46666
1986,NEW JERSEY,11,REPUBLICAN,110317,75037,34927
1986,NEW JERSEY,12,REPUBLICAN,114933,72966,41547
1986,NEW JERSEY,13,REPUBLICAN,126786,82866,43481
1986,NEW JERSEY,14,DEMOCRAT,89229,25910,63057
1986,NEW MEXICO,1,REPUBLICAN,127632,90476,36784
1986,NEW MEXICO,2,REPUBLICAN,123711,77787,45465
1986,NEW MEXICO,3,DEMOCRAT,134312,38166,95760
1986,NEW YORK,1,DEMOCRAT,131031,66146,64217
1986,NEW YORK,2,DEMOCRAT,108554,41690,66443
1986,NEW YORK,3,DEMOCRAT,148792,64159,83985
1986,NEW YORK,4,REPUBLICAN,142288,80578,61093
1986,NEW YORK,5,REPUBLICAN,143201,83511,59093
1986,NEW YORK,6,DEMOCRAT,86090,27495,58317
1986,NEW YORK,7,DEMOCRAT,81220,18200,62836
1986,NEW YORK,8,DEMOCRAT,78284,11562,66605
1986,NEW YORK,9,DEMOCRAT,73126,22164,50738
1986,NEW YORK,10,DEMOCRAT,81790,9695,71997
1986,NEW YORK,11,DEMOCRAT,46616,10313,36199
1986,NEW YORK,12,DEMOCRAT,46058,8279,37695
1986,NEW YORK,13,DEMOCRAT,74136,16268,57704
1986,NEW YORK,14,REPUBLICAN,93972,53861,39710
1986,NEW YORK,15,REPUBLICAN,100361,54949,44958
1986,NEW YORK,16,DEMOCRAT,63545,10914,52521
1986,NEW YORK,17,DEMOCRAT,111262,24363,86653
1986,NEW YORK,18,DEMOCRAT,46353,6455,39833
1986,NEW YORK,19,DEMOCRAT,97349,42644,54274
1986,NEW YORK,20,REPUBLICAN,148920,69495,78631
1986,NEW YORK,21,REPUBLICAN,133397,89334,43622
1986,NEW YORK,22,REPUBLICAN,135656,94244,40998
1986,NEW YORK,23,DEMOCRAT,146038,5226,140759
1986,NEW YORK,24,REPUBLICAN,166510,103867,62017
1986,NEW YORK,25,REPUBLICAN,151079,104216,46394
1986,NEW YORK,26,REPUBLICAN,94840,86857,7903
1986,NEW YORK,27,DEMOCRAT,168026,86024,81133
1986,NEW YORK,28,DEMOCRAT,152121,47731,103908
1986,NEW YORK,29,REPUBLICAN,141008,99704,40891
1986,NEW YORK,30,DEMOCRAT,170179,82568,86777
1986,NEW YORK,31,REPUBLICAN,160995,80904,79290
1986,NEW YORK,32,DEMOCRAT,109657,14710,94798
1986,NEW YORK,33,DEMOCRAT,128403,24131,104028
1986,NEW YORK,34,REPUBLICAN,142754,80100,62027
1986,NORTH CAROLINA,1,DEMOCRAT,131034,39513,91122
1986,NORTH CAROLINA,2,DEMOCRAT,127835,32190,95320
1986,NORTH CAROLINA,3,DEMOCRAT,110868,39014,71460
1986,NORTH CAROLINA,4,DEMOCRAT,165685,72734,92216
1986,NORTH CAROLINA,5,DEMOCRAT,159671,72528,86410
1986,NORTH CAROLINA,6,REPUBLICAN,144579,72329,71528
1986,NORTH CAROLINA,7,DEMOCRAT,109760,38896,70471
1986,NORTH CAROLINA,8,DEMOCRAT,139900,58352,80959
1986,NORTH CAROLINA,9,REPUBLICAN,156592,80352,75478
1986,NORTH CAROLINA,10,REPUBLICAN,145937,83902,61415
1986,NORTH CAROLINA,11,DEMOCRAT,180644,88178,91575
1986,NORTH DAKOTA,0,DEMOCRAT,286361,69402,216258
1986,OHIO,1,DEMOCRAT,146577,55539,90477
1986,OHIO,2,REPUBLICAN,148509,105061,43014
1986,OHIO,3,DEMOCRAT,133478,34815,98311
1986,OHIO,4,REPUBLICAN,154068,115751,37934
1986,OHIO,5,REPUBLICAN,156880,102016,54315
1986,OHIO,6,REPUBLICAN,151338,106354,44534
1986,OHIO,7,REPUBLICAN,119238,119238,0
1986,OHIO,8,REPUBLICAN,144670,98475,45733
1986,OHIO,9,DEMOCRAT,136289,30337,105646
1986,OHIO,10,REPUBLICAN,151717,106870,44399
1986,OHIO,11,DEMOCRAT,144568,39430,104740
1986,OHIO,12,REPUBLICAN,160632,117905,42300
1986,OHIO,13,DEMOCRAT,141064,51927,88612
1986,OHIO,14,DEMOCRAT,154970,70996,83257
1986,OHIO,15,REPUBLICAN,153495,97745,55192
1986,OHIO,16,REPUBLICAN,154845,118206,36273
1986,OHIO,17,DEMOCRAT,156189,42901,112855
1986,OHIO,18,DEMOCRAT,126526,0,126526
1986,OHIO,19,DEMOCRAT,178557,79936,97814
1986,OHIO,20,DEMOCRAT,130770,19596,110976
1986,OHIO,21,DEMOCRAT,122472,22368,99878
1986,OKLAHOMA,1,REPUBLICAN,144037,78919,64467
1986,OKLAHOMA,2,DEMOCRAT,156338,41377,114543
1986,OKLAHOMA,3,DEMOCRAT,145921,31594,114008
1986,OKLAHOMA,4,DEMOCRAT,124681,29400,94984
1986,OKLAHOMA,5,REPUBLICAN,154030,108774,44803
1986,OREGON,1,DEMOCRAT,229495,87031,141585
1986,OREGON,2,REPUBLICAN,188716,113566,74398
1986,OREGON,3,DEMOCRAT,209581,29219,180067
1986,OREGON,4,DEMOCRAT,195548,88952,105697
1986,OREGON,5,REPUBLICAN,208204,125906,81475
1986,PENNSYLVANIA,1,DEMOCRAT,118035,29513,88224
1986,PENNSYLVANIA,2,DEMOCRAT,130495,2075,128399
1986,PENNSYLVANIA,3,DEMOCRAT,174497,66026,107804
1986,PENNSYLVANIA,4,DEMOCRAT,142594,55896,86133
1986,PENNSYLVANIA,5,REPUBLICAN,133241,87593,45192
1986,PENNSYLVANIA,6,DEMOCRAT,142000,43419,98142
1986,PENNSYLVANIA,7,REPUBLICAN,179675,110118,68861
1986,PENNSYLVANIA,8,DEMOCRAT,155778,69347,85731
1986,PENNSYLVANIA,9,REPUBLICAN,120890,120890,0
1986,PENNSYLVANIA,10,REPUBLICAN,158851,118603,39846
1986,PENNSYLVANIA,11,DEMOCRAT,159190,46317,112405
1986,PENNSYLVANIA,12,DEMOCRAT,144072,46468,97135
1986,PENNSYLVANIA,13,REPUBLICAN,172082,100701,70667
1986,PENNSYLVANIA,14,DEMOCRAT,116859,12012,104726
1986,PENNSYLVANIA,15,REPUBLICAN,131801,74829,56402
1986,PENNSYLVANIA,16,REPUBLICAN,135183,100784,34055
1986,PENNSYLVANIA,17,REPUBLICAN,137184,101027,35795
1986,PENNSYLVANIA,18,DEMOCRAT,165328,60552,104164
1986,PENNSYLVANIA,19,REPUBLICAN,137278,100055,36851
1986,PENNSYLVANIA,20,DEMOCRAT,138752,2093,136638
1986,PENNSYLVANIA,21,REPUBLICAN,137472,111148,26061
1986,PENNSYLVANIA,22,DEMOCRAT,131650,0,131650
1986,PENNSYLVANIA,23,REPUBLICAN,143470,79595,63236
1986,RHODE ISLAND,1,DEMOCRAT,147474,61773,85077
1986,RHODE ISLAND,2,REPUBLICAN,158189,113603,44140
1986,SOUTH CAROLINA,1,REPUBLICAN,115232,59969,54710
1986,SOUTH CAROLINA,2,REPUBLICAN,137052,73455,62961
1986,SOUTH CAROLINA,3,DEMOCRAT,115683,36208,79109
1986,SOUTH CAROLINA,4,DEMOCRAT,130407,62761,67012
1986,SOUTH CAROLINA,5,DEMOCRAT,96149,287,95859
1986,SOUTH CAROLINA,6,DEMOCRAT,122343,29646,92398
1986,SOUTH DAKOTA,0,DEMOCRAT,289723,117078,171462
1986,TENNESSEE,1,REPUBLICAN,116570,80289,35918
1986,TENNESSEE,2,REPUBLICAN,126486,96396,29789
1986,TENNESSEE,3,DEMOCRAT,139120,63445,75034
1986,TENNESSEE,4,DEMOCRAT,87005,8,86997
1986,TENNESSEE,5,DEMOCRAT,147147,61401,85126
1986,TENNESSEE,6,DEMOCRAT,133004,30516,102180
1986,TENNESSEE,7,REPUBLICAN,129878,93902,35616
1986,TENNESSEE,8,DEMOCRAT,126503,24556,101699
1986,TENNESSEE,9,DEMOCRAT,99516,16345,83006
1986,TEXAS,1,DEMOCRAT,84445,0,84445
1986,TEXAS,2,DEMOCRAT,138353,59226,78529
1986,TEXAS,3,REPUBLICAN,152385,143381,8914
1986,TEXAS,4,DEMOCRAT,136118,38192,97540
1986,TEXAS,5,DEMOCRAT,98104,40287,57410
1986,TEXAS,6,REPUBLICAN,154460,86190,67587
1986,TEXAS,7,REPUBLICAN,148395,129673,18535
1986,TEXAS,8,REPUBLICAN,96903,66280,30317
1986,TEXAS,9,DEMOCRAT,119119,45376,73285
1986,TEXAS,10,DEMOCRAT,187863,51480,135863
1986,TEXAS,11,DEMOCRAT,84201,0,84201
1986,TEXAS,12,DEMOCRAT,123451,38234,84831
1986,TEXAS,13,REPUBLICAN,130887,84980,45448
1986,TEXAS,14,REPUBLICAN,142323,74471,67173
1986,TEXAS,15,DEMOCRAT,70777,0,70777
1986,TEXAS,16,DEMOCRAT,77011,26157,50590
1986,TEXAS,17,DEMOCRAT,97791,0,97791
1986,TEXAS,18,DEMOCRAT,70219,6815,63335
1986,TEXAS,19,REPUBLICAN,110824,68695,41708
1986,TEXAS,20,DEMOCRAT,55363,0,55363
1986,TEXAS,21,REPUBLICAN,165567,100346,64569
1986,TEXAS,22,REPUBLICAN,106538,76459,29778
1986,TEXAS,23,DEMOCRAT,75132,6931,68131
1986,TEXAS,24,DEMOCRAT,103191,33485,69368
1986,TEXAS,25,DEMOCRAT,67435,0,67435
1986,TEXAS,26,REPUBLICAN,149386,101735,47174
1986,TEXAS,27,DEMOCRAT,64165,0,64165
1986,UTAH,1,REPUBLICAN,159331,82151,76408
1986,UTAH,2,DEMOCRAT,139390,61844,76921
1986,UTAH,3,REPUBLICAN,130074,86599,43040
1986,VERMONT,0,REPUBLICAN,188954,168403,20345
1986,VIRGINIA,1,REPUBLICAN,144086,80713,62739
1986,VIRGINIA,2,DEMOCRAT,110169,55121,54491
1986,VIRGINIA,3,REPUBLICAN,111179,74525,36287
1986,VIRGINIA,4,DEMOCRAT,64835,135,64699
1986,VIRGINIA,5,DEMOCRAT,89653,16402,73085
1986,VIRGINIA,6,DEMOCRAT,126310,37699,88230
1986,VIRGINIA,7,REPUBLICAN,59976,58927,1039
1986,VIRGINIA,8,REPUBLICAN,117655,72670,44535
1986,VIRGINIA,9,DEMOCRAT,60466,596,59864
1986,VIRGINIA,10,REPUBLICAN,159023,95724,62666
1986,WASHINGTON,1,REPUBLICAN,190666,97969,91770
1986,WASHINGTON,2,DEMOCRAT,172917,47596,124840
1986,WASHINGTON,3,DEMOCRAT,156050,40862,114775
1986,WASHINGTON,4,REPUBLICAN,149302,107593,41292
1986,WASHINGTON,5,DEMOCRAT,162911,40767,121732
1986,WASHINGTON,6,DEMOCRAT,126473,36046,90063
1986,WASHINGTON,7,DEMOCRAT,171148,46363,124317
1986,WASHINGTON,8,REPUBLICAN,165369,107824,56970
1986,WEST VIRGINIA,1,DEMOCRAT,90715,0,90715
1986,WEST VIRGINIA,2,DEMOCRAT,109909,33218,76355
1986,WEST VIRGINIA,3,DEMOCRAT,113489,39422,73669
1986,WEST VIRGINIA,4,DEMOCRAT,81707,23255,58217
1986,WISCONSIN,1,DEMOCRAT,143139,36482,106288
1986,WISCONSIN,2,DEMOCRAT,192535,84760,106919
1986,WISCONSIN,3,REPUBLICAN,162869,104393,57891
1986,WISCONSIN,4,DEMOCRAT,120803,445,120354
1986,WISCONSIN,5,DEMOCRAT,110604,1087,109506
1986,WISCONSIN,6,REPUBLICAN,128639,124328,4268
