year,state,congressional_district,party,totalvotes,republican_votes,democrat_votes
1998,VIRGINIA,2,DEMOCRAT,72091,4075,67975
1998,VIRGINIA,3,DEMOCRAT,63354,15073,48129
1998,VIRGINIA,4,DEMOCRAT,66579,1996,64563
1998,VIRGINIA,5,DEMOCRAT,73882,777,73097
1998,VIRGINIA,6,REPUBLICAN,128730,89177,39157
1998,VIRGINIA,7,REPUBLICAN,97889,77044,20637
1998,VIRGINIA,8,DEMOCRAT,146287,48255,97545
1998,VIRGINIA,9,DEMOCRAT,143126,55403,87163
1998,VIRGINIA,10,REPUBLICAN,144755,103648,40696
1998,VIRGINIA,11,REPUBLICAN,112111,91603,20303
1998,WASHINGTON,1,DEMOCRAT,226473,112610,112726
1998,WASHINGTON,2,REPUBLICAN,224901,124125,99768
1998,WASHINGTON,3,DEMOCRAT,220219,98856,120364
1998,WASHINGTON,4,REPUBLICAN,176090,121684,53862
1998,WASHINGTON,5,REPUBLICAN,193258,110040,82386
1998,WASHINGTON,6,DEMOCRAT,209599,65628,143308
1998,WASHINGTON,7,DEMOCRAT,207542,24221,183076
1998,WASHINGTON,8,REPUBLICAN,226910,135539,90457
1998,WASHINGTON,9,DEMOCRAT,173056,60497,111948
1998,WEST VIRGINIA,1,DEMOCRAT,124114,18823,105101
1998,WEST VIRGINIA,2,DEMOCRAT,136153,36428,99357
1998,WEST VIRGINIA,3,DEMOCRAT,91010,12074,78814
1998,WISCONSIN,1,REPUBLICAN,189946,108475,80656
1998,WISCONSIN,2,DEMOCRAT,221693,104263,116377
1998,WISCONSIN,3,DEMOCRAT,179448,50680,128256
1998,WISCONSIN,4,DEMOCRAT,182701,76091,105841
1998,WISCONSIN,5,DEMOCRAT,154861,33395,121129
1998,WISCONSIN,6,REPUBLICAN,155669,144144,11410
1998,WISCONSIN,7,DEMOCRAT,190865,74499,115613
1998,WISCONSIN,8,REPUBLICAN,205974,112418,92620
1998,WISCONSIN,9,REPUBLICAN,192318,175533,16617
1998,WYOMING,0,REPUBLICAN,174219,100687,72797
2000,ALABAMA,1,REPUBLICAN,165669,151188,14336
2000,ALABAMA,2,REPUBLICAN,222636,151830,70098
2000,ALABAMA,3,REPUBLICAN,169519,147317,21980
2000,ALABAMA,4,REPUBLICAN,231106,140009,90186
2000,ALABAMA,5,DEMOCRAT,209514,23220,186059
2000,ALABAMA,6,REPUBLICAN,241917,212751,28874
2000,ALABAMA,7,DEMOCRAT,198633,49886,148243
2000,ALASKA,0,REPUBLICAN,274393,190862,82696
2000,ARIZONA,1,REPUBLICAN,229971,123289,105615
2000,ARIZONA,2,DEMOCRAT,122605,38185,84034
2000,ARIZONA,3,REPUBLICAN,301970,198367,102567
2000,ARIZONA,4,REPUBLICAN,219497,140396,78310
2000,ARIZONA,5,REPUBLICAN,287609,172986,113477
2000,ARIZONA,6,REPUBLICAN,304004,186687,116144
2000,ARKANSAS,1,DEMOCRAT,199956,78893,120266
2000,ARKANSAS,2,DEMOCRAT,220649,92755,126957
2000,ARKANSAS,4,DEMOCRAT,212160,102977,108143
2000,CALIFORNIA,1,DEMOCRAT,239335,82860,155638
2000,CALIFORNIA,2,REPUBLICAN,255856,168172,86807
2000,CALIFORNIA,3,REPUBLICAN,230182,129254,99919
2000,CALIFORNIA,4,REPUBLICAN,311423,197503,112781
2000,CALIFORNIA,5,DEMOCRAT,214059,66364,147025
2000,CALIFORNIA,6,DEMOCRAT,283118,99992,182116
2000,CALIFORNIA,7,DEMOCRAT,208789,48606,159692
2000,CALIFORNIA,8,DEMOCRAT,215428,33245,181847
2000,CALIFORNIA,9,DEMOCRAT,214650,31975,182352
2000,CALIFORNIA,10,DEMOCRAT,304819,142946,160429
2000,CALIFORNIA,11,REPUBLICAN,208607,120635,87092
2000,CALIFORNIA,12,DEMOCRAT,212556,53610,158404
2000,CALIFORNIA,13,DEMOCRAT,183146,53593,129012
2000,CALIFORNIA,14,DEMOCRAT,230262,67857,161720
2000,CALIFORNIA,15,DEMOCRAT,236822,107194,128545
2000,CALIFORNIA,16,DEMOCRAT,159746,44182,115118
2000,CALIFORNIA,17,DEMOCRAT,208760,64886,143219
2000,CALIFORNIA,18,DEMOCRAT,180328,58732,121003
2000,CALIFORNIA,19,REPUBLICAN,222615,144517,77317
2000,CALIFORNIA,20,DEMOCRAT,126534,59696,66235
2000,CALIFORNIA,21,REPUBLICAN,199100,142539,55995
2000,CALIFORNIA,22,DEMOCRAT,255070,118337,135538
2000,CALIFORNIA,23,REPUBLICAN,221034,119479,100539
2000,CALIFORNIA,24,DEMOCRAT,235444,79246,155398
2000,CALIFORNIA,25,REPUBLICAN,222778,138628,83308
2000,CALIFORNIA,26,DEMOCRAT,114781,18098,96500
2000,CALIFORNIA,27,DEMOCRAT,215774,101045,113708
2000,CALIFORNIA,28,REPUBLICAN,205199,116557,87756
2000,CALIFORNIA,29,DEMOCRAT,238201,57327,180295
2000,CALIFORNIA,30,DEMOCRAT,99920,16530,83223
2000,CALIFORNIA,31,DEMOCRAT,112914,23081,89600
2000,CALIFORNIA,32,DEMOCRAT,164527,26809,137447
2000,CALIFORNIA,33,DEMOCRAT,71571,10950,60510
2000,CALIFORNIA,34,DEMOCRAT,148687,42280,105980
2000,CALIFORNIA,35,DEMOCRAT,116215,15490,100569
2000,CALIFORNIA,36,DEMOCRAT,238736,121854,115651
2000,CALIFORNIA,37,DEMOCRAT,113275,19806,93269
2000,CALIFORNIA,38,REPUBLICAN,180122,87266,91927
2000,CALIFORNIA,39,REPUBLICAN,205564,129294,75507
2000,CALIFORNIA,40,REPUBLICAN,189022,151069,37573
2000,CALIFORNIA,41,REPUBLICAN,177616,104695,72192
2000,CALIFORNIA,42,DEMOCRAT,151577,60382,90585
2000,CALIFORNIA,43,REPUBLICAN,190332,140201,49630
2000,CALIFORNIA,44,REPUBLICAN,209187,123738,84595
2000,CALIFORNIA,45,REPUBLICAN,219385,136275,82279
2000,CALIFORNIA,46,DEMOCRAT,116908,46062,70381
2000,CALIFORNIA,47,REPUBLICAN,276401,181365,94086
2000,CALIFORNIA,48,REPUBLICAN,261478,160627,99842
2000,CALIFORNIA,49,DEMOCRAT,228489,113938,113400
2000,CALIFORNIA,50,DEMOCRAT,139472,43838,95191
2000,CALIFORNIA,51,REPUBLICAN,267799,172291,94553
2000,CALIFORNIA,52,REPUBLICAN,202994,131345,70933
2000,COLORADO,1,DEMOCRAT,206434,63957,141831
2000,COLORADO,2,DEMOCRAT,283116,126117,155725
2000,COLORADO,3,REPUBLICAN,302540,199204,102303
2000,COLORADO,4,REPUBLICAN,263006,209078,53389
2000,COLORADO,5,REPUBLICAN,306309,253330,52449
2000,COLORADO,6,REPUBLICAN,262477,141410,119856
2000,CONNECTICUT,1,DEMOCRAT,211263,58738,151932
2000,CONNECTICUT,2,DEMOCRAT,225900,113236,111520
2000,CONNECTICUT,3,DEMOCRAT,218205,60682,156910
2000,CONNECTICUT,4,REPUBLICAN,206758,119155,86727
2000,CONNECTICUT,5,DEMOCRAT,221821,101860,118932
2000,CONNECTICUT,6,REPUBLICAN,229543,143698,84987
2000,DELAWARE,0,REPUBLICAN,313126,211797,100316
2000,FLORIDA,1,REPUBLICAN,227539,226473,1055
2000,FLORIDA,2,DEMOCRAT,257403,71106,185579
2000,FLORIDA,3,DEMOCRAT,177372,74477,102143
2000,FLORIDA,4,REPUBLICAN,303286,203090,99194
2000,FLORIDA,5,DEMOCRAT,280598,99257,180338
2000,FLORIDA,6,REPUBLICAN,178820,178789,31
2000,FLORIDA,7,REPUBLICAN,270560,171018,98547
2000,FLORIDA,8,REPUBLICAN,246593,125253,120127
2000,FLORIDA,9,REPUBLICAN,256794,210318,46011
2000,FLORIDA,10,REPUBLICAN,194003,146799,46732
2000,FLORIDA,11,DEMOCRAT,176683,26946,149465
2000,FLORIDA,12,REPUBLICAN,219625,125224,93457
2000,FLORIDA,13,REPUBLICAN,275587,175918,98672
2000,FLORIDA,14,REPUBLICAN,284615,242614,41581
2000,FLORIDA,15,REPUBLICAN,299445,176189,122023
2000,FLORIDA,16,REPUBLICAN,292500,176153,115184
2000,FLORIDA,17,DEMOCRAT,100718,3,100715
2000,FLORIDA,18,REPUBLICAN,112991,112968,23
2000,FLORIDA,19,DEMOCRAT,238869,67111,171080
2000,FLORIDA,20,DEMOCRAT,156952,185,156765
2000,FLORIDA,21,REPUBLICAN,132342,132317,25
2000,FLORIDA,22,REPUBLICAN,211112,105855,104204
2000,FLORIDA,23,DEMOCRAT,116813,27358,89179
2000,GEORGIA,1,REPUBLICAN,190460,131684,58188
2000,GEORGIA,2,DEMOCRAT,180300,83031,96430
2000,GEORGIA,3,REPUBLICAN,236706,150200,85641
2000,GEORGIA,4,DEMOCRAT,229856,89374,139579
2000,GEORGIA,5,DEMOCRAT,177942,40203,137333
2000,GEORGIA,6,REPUBLICAN,343261,256595,85799
2000,GEORGIA,7,REPUBLICAN,228584,126312,101249
2000,GEORGIA,8,REPUBLICAN,192431,113380,78260
2000,GEORGIA,9,REPUBLICAN,243531,183171,59756
2000,GEORGIA,10,REPUBLICAN,193899,122590,70596
2000,GEORGIA,11,REPUBLICAN,199652,199652,0
2000,HAWAII,1,DEMOCRAT,157194,48190,108517
2000,HAWAII,2,DEMOCRAT,183230,69670,112856
2000,IDAHO,1,REPUBLICAN,268116,173743,93429
2000,IDAHO,2,REPUBLICAN,224719,158912,65149
2000,ILLINOIS,1,DEMOCRAT,196186,23676,172271
2000,ILLINOIS,2,DEMOCRAT,195901,19707,175995
2000,ILLINOIS,3,DEMOCRAT,192503,46535,145498
2000,ILLINOIS,4,DEMOCRAT,100963,11361,89487
2000,ILLINOIS,5,DEMOCRAT,162889,20521,142161
2000,ILLINOIS,6,REPUBLICAN,226207,133327,91951
2000,ILLINOIS,7,DEMOCRAT,191027,26603,164155
2000,ILLINOIS,8,REPUBLICAN,232695,141918,89869
2000,ILLINOIS,9,DEMOCRAT,192346,44891,147002
2000,ILLINOIS,10,REPUBLICAN,237506,121582,114765
2000,ILLINOIS,11,REPUBLICAN,234869,132384,101460
2000,ILLINOIS,12,DEMOCRAT,183257,49,183208
2000,ILLINOIS,13,REPUBLICAN,292018,193250,97780
2000,ILLINOIS,14,REPUBLICAN,254909,188597,65649
2000,ILLINOIS,15,REPUBLICAN,236622,125943,109572
2000,ILLINOIS,16,REPUBLICAN,267005,178174,87943
2000,ILLINOIS,17,DEMOCRAT,241347,107764,132494
2000,ILLINOIS,18,REPUBLICAN,259023,173706,84464
2000,ILLINOIS,19,DEMOCRAT,240238,84286,155101
2000,ILLINOIS,20,REPUBLICAN,255775,161393,93438
2000,INDIANA,1,DEMOCRAT,207790,58516,148683
2000,INDIANA,2,REPUBLICAN,208407,106023,101360
2000,INDIANA,3,DEMOCRAT,208315,99868,107438
2000,INDIANA,4,REPUBLICAN,210430,131051,78585
2000,INDIANA,5,REPUBLICAN,216985,132051,84085
2000,INDIANA,6,REPUBLICAN,283175,199207,83128
2000,INDIANA,7,REPUBLICAN,209665,135869,73058
2000,INDIANA,8,REPUBLICAN,221992,116879,104062
2000,INDIANA,9,DEMOCRAT,233283,105794,126420
2000,INDIANA,10,DEMOCRAT,156702,64363,91689
2000,IOWA,1,REPUBLICAN,266990,164972,100998
2000,IOWA,2,REPUBLICAN,252567,139906,111534
2000,IOWA,3,DEMOCRAT,248926,91673,156327
2000,IOWA,4,REPUBLICAN,275645,169267,105314
2000,IOWA,5,REPUBLICAN,231806,159367,71715
2000,KANSAS,1,REPUBLICAN,239909,214328,25325
2000,KANSAS,2,REPUBLICAN,244759,164951,79010
2000,KANSAS,3,DEMOCRAT,308710,152663,154505
2000,KANSAS,4,REPUBLICAN,242583,131871,109605
2000,KENTUCKY,1,REPUBLICAN,227921,132115,94848
2000,KENTUCKY,2,REPUBLICAN,237462,160800,75895
2000,KENTUCKY,3,REPUBLICAN,268785,142106,125412
2000,KENTUCKY,4,DEMOCRAT,231963,105030,125872
2000,KENTUCKY,5,REPUBLICAN,198475,145980,51970
2000,KENTUCKY,6,REPUBLICAN,270803,142971,126554
2000,LOUISIANA,1,REPUBLICAN,237810,191379,45967
2000,LOUISIANA,3,REPUBLICAN,183960,143446,40109
2000,LOUISIANA,4,REPUBLICAN,173967,122678,50776
2000,LOUISIANA,5,REPUBLICAN,179473,123975,54943
2000,LOUISIANA,6,REPUBLICAN,243478,165637,77063
2000,LOUISIANA,7,DEMOCRAT,183483,30380,152796
2000,MAINE,1,DEMOCRAT,339094,134908,202823
2000,MAINE,2,DEMOCRAT,299305,78727,219783
2000,MARYLAND,1,REPUBLICAN,256682,165293,90475
2000,MARYLAND,2,REPUBLICAN,260432,178556,81057
2000,MARYLAND,3,DEMOCRAT,223818,53926,169347
2000,MARYLAND,4,DEMOCRAT,197969,25092,172624
2000,MARYLAND,5,DEMOCRAT,255375,88253,166231
2000,MARYLAND,6,REPUBLICAN,278045,168624,108327
2000,MARYLAND,7,DEMOCRAT,153974,19709,134066
2000,MARYLAND,8,REPUBLICAN,300469,156241,142786
2000,MASSACHUSETTS,1,DEMOCRAT,259300,89026,169375
2000,MASSACHUSETTS,2,DEMOCRAT,253867,56625,196670
2000,MASSACHUSETTS,3,DEMOCRAT,278570,64850,213065
2000,MASSACHUSETTS,4,DEMOCRAT,283381,81916,200638
2000,MASSACHUSETTS,5,DEMOCRAT,268461,68171,199601
2000,MASSACHUSETTS,6,DEMOCRAT,303845,97536,205324
2000,MASSACHUSETTS,7,DEMOCRAT,279965,67738,211543
2000,MASSACHUSETTS,8,DEMOCRAT,202723,58105,144031
2000,MASSACHUSETTS,9,DEMOCRAT,271069,77269,193020
2000,MASSACHUSETTS,10,DEMOCRAT,332791,97135,234675
2000,MICHIGAN,1,DEMOCRAT,290569,119711,169649
2000,MICHIGAN,2,REPUBLICAN,289925,186762,102131
2000,MICHIGAN,3,REPUBLICAN,276263,179539,95757
2000,MICHIGAN,4,REPUBLICAN,267819,182128,84834
2000,MICHIGAN,5,DEMOCRAT,247737,63052,184048
2000,MICHIGAN,6,REPUBLICAN,234640,159373,74514
2000,MICHIGAN,7,REPUBLICAN,241010,147369,92705
2000,MICHIGAN,8,REPUBLICAN,297533,145179,150830
2000,MICHIGAN,9,DEMOCRAT,258928,99737,158184
2000,MICHIGAN,10,DEMOCRAT,282269,99446,181818
2000,MICHIGAN,11,REPUBLICAN,306302,170790,134157
2000,MICHIGAN,12,DEMOCRAT,245169,86575,157720
2000,MICHIGAN,13,DEMOCRAT,247521,86563,160084
2000,MICHIGAN,14,DEMOCRAT,189707,20518,168982
2000,MICHIGAN,15,DEMOCRAT,158751,17961,140609
2000,MICHIGAN,16,DEMOCRAT,235517,67691,167142
2000,MINNESOTA,1,REPUBLICAN,283221,159835,122152
2000,MINNESOTA,2,REPUBLICAN,288900,138957,148444
2000,MINNESOTA,3,REPUBLICAN,329062,222571,105426
2000,MINNESOTA,4,DEMOCRAT,271439,139626,130403
2000,MINNESOTA,5,DEMOCRAT,255145,77731,176629
2000,MINNESOTA,6,DEMOCRAT,355824,177689,176340
2000,MINNESOTA,7,DEMOCRAT,270496,83878,185771
2000,MINNESOTA,8,DEMOCRAT,309651,98561,210094
2000,MISSISSIPPI,1,REPUBLICAN,209040,145967,62442
2000,MISSISSIPPI,2,DEMOCRAT,173307,59925,112777
2000,MISSISSIPPI,3,REPUBLICAN,210363,153899,55899
2000,MISSISSIPPI,4,DEMOCRAT,199034,82469,115732
2000,MISSISSIPPI,5,DEMOCRAT,194395,40720,153264
2000,MISSOURI,1,DEMOCRAT,198347,48682,149173
2000,MISSOURI,2,REPUBLICAN,298062,164926,131805
2000,MISSOURI,3,DEMOCRAT,254539,106244,147222
2000,MISSOURI,4,DEMOCRAT,269889,88362,180634
2000,MISSOURI,5,DEMOCRAT,232137,71588,159826
2000,MISSOURI,6,REPUBLICAN,273201,138925,132933
2000,MISSOURI,7,REPUBLICAN,273937,202305,70916
2000,MISSOURI,8,REPUBLICAN,234066,162239,71109
2000,MISSOURI,9,REPUBLICAN,291610,172787,117635
2000,NEBRASKA,1,REPUBLICAN,234698,155485,78421
2000,NEBRASKA,2,REPUBLICAN,226280,148911,76595
2000,NEBRASKA,3,REPUBLICAN,222093,182117,39576
2000,NEVADA,1,DEMOCRAT,229235,109658,118469
2000,NEVADA,2,REPUBLICAN,357418,229608,126532
2000,NEW HAMPSHIRE,1,REPUBLICAN,284709,150609,132759
2000,NEW HAMPSHIRE,2,REPUBLICAN,271340,152581,117571
2000,NEW JERSEY,1,DEMOCRAT,219612,51762,167327
2000,NEW JERSEY,2,REPUBLICAN,233859,155187,77885
2000,NEW JERSEY,3,REPUBLICAN,274083,157053,115860
2000,NEW JERSEY,4,REPUBLICAN,250810,158515,91372
2000,NEW JERSEY,5,REPUBLICAN,268524,175546,92048
2000,NEW JERSEY,6,DEMOCRAT,209852,67472,141698
2000,NEW JERSEY,7,REPUBLICAN,248999,128434,119359
2000,NEW JERSEY,8,DEMOCRAT,200132,65397,134074
2000,NEW JERSEY,9,DEMOCRAT,206771,65646,140462
2000,NEW JERSEY,10,DEMOCRAT,152045,18782,133073
2000,NEW JERSEY,11,REPUBLICAN,273838,186140,86821
2000,NEW JERSEY,12,DEMOCRAT,299942,152242,146162
2000,NEW JERSEY,13,DEMOCRAT,149766,31591,117856
2000,NEW MEXICO,1,REPUBLICAN,213139,107296,104785
2000,NEW MEXICO,2,REPUBLICAN,173356,100742,71888
2000,NEW MEXICO,3,DEMOCRAT,201019,65319,135040
2000,NEW YORK,1,REPUBLICAN,269178,111003,156593
2000,NEW YORK,2,DEMOCRAT,226228,134432,90438
2000,NEW YORK,3,REPUBLICAN,280477,122820,156080
2000,NEW YORK,4,DEMOCRAT,253959,124018,128688
2000,NEW YORK,5,DEMOCRAT,244628,116221,127233
2000,NEW YORK,6,DEMOCRAT,175622,57844,117194
2000,NEW YORK,7,DEMOCRAT,153374,74415,78207
2000,NEW YORK,8,DEMOCRAT,227602,86789,139936
2000,NEW YORK,9,DEMOCRAT,184075,86850,96348
2000,NEW YORK,10,DEMOCRAT,178716,59305,118812
2000,NEW YORK,11,DEMOCRAT,164457,58545,105321
2000,NEW YORK,12,DEMOCRAT,134060,51837,81699
2000,NEW YORK,13,REPUBLICAN,200523,95696,103779
2000,NEW YORK,14,DEMOCRAT,242213,97420,143809
2000,NEW YORK,15,DEMOCRAT,175726,50798,124415
2000,NEW YORK,16,DEMOCRAT,140369,39083,100891
2000,NEW YORK,17,DEMOCRAT,165769,52491,112748
2000,NEW YORK,18,DEMOCRAT,228247,100355,126878
2000,NEW YORK,19,REPUBLICAN,267331,133963,132034
2000,NEW YORK,20,REPUBLICAN,268508,136016,131167
2000,NEW YORK,21,DEMOCRAT,267412,108543,157773
2000,NEW YORK,22,REPUBLICAN,283505,153997,128213
2000,NEW YORK,23,REPUBLICAN,223411,110634,111649
2000,NEW YORK,24,REPUBLICAN,221394,128513,91952
2000,NEW YORK,25,REPUBLICAN,253763,132120,120427
2000,NEW YORK,26,DEMOCRAT,246203,120128,124862
2000,NEW YORK,27,REPUBLICAN,281394,144011,136009
2000,NEW YORK,28,DEMOCRAT,255383,102658,151688
2000,NEW YORK,29,DEMOCRAT,246988,129990,115685
2000,NEW YORK,30,REPUBLICAN,249332,113638,134337
2000,NEW YORK,31,REPUBLICAN,238829,143584,94293
2000,NORTH CAROLINA,1,DEMOCRAT,189168,64347,124171
2000,NORTH CAROLINA,2,DEMOCRAT,251838,104054,146733
2000,NORTH CAROLINA,3,REPUBLICAN,198455,121940,75750
2000,NORTH CAROLINA,4,DEMOCRAT,325870,123735,200885
2000,NORTH CAROLINA,5,REPUBLICAN,185855,172489,13232
2000,NORTH CAROLINA,6,REPUBLICAN,215085,195727,19164
2000,NORTH CAROLINA,7,DEMOCRAT,229666,68786,160185
2000,NORTH CAROLINA,8,REPUBLICAN,203464,111950,90599
2000,NORTH CAROLINA,9,REPUBLICAN,264220,181161,82228
2000,NORTH CAROLINA,10,REPUBLICAN,240658,164182,75711
2000,NORTH CAROLINA,11,REPUBLICAN,266377,146677,118503
2000,NORTH CAROLINA,12,DEMOCRAT,209144,72838,135570
2000,NORTH DAKOTA,0,DEMOCRAT,285658,133140,151173
2000,OHIO,1,REPUBLICAN,220428,116768,102623
2000,OHIO,2,REPUBLICAN,277541,204184,72623
2000,OHIO,3,DEMOCRAT,214247,36151,177731
2000,OHIO,4,REPUBLICAN,232118,156510,74852
2000,OHIO,5,REPUBLICAN,243340,169857,72748
2000,OHIO,6,DEMOCRAT,240574,100708,138849
2000,OHIO,7,REPUBLICAN,242186,163646,77755
2000,OHIO,8,REPUBLICAN,253303,179756,72812
2000,OHIO,9,DEMOCRAT,225328,56213,168547
2000,OHIO,10,DEMOCRAT,222755,55135,167063
2000,OHIO,11,DEMOCRAT,193519,29091,164134
2000,OHIO,12,REPUBLICAN,263386,139242,122903
2000,OHIO,13,DEMOCRAT,263298,92308,170058
2000,OHIO,14,DEMOCRAT,230088,80095,149184
2000,OHIO,15,REPUBLICAN,232297,156792,74750
2000,OHIO,16,REPUBLICAN,234400,162294,71385
2000,OHIO,17,DEMOCRAT,240877,119339,120333
2000,OHIO,18,REPUBLICAN,236505,152325,83338
2000,OHIO,19,REPUBLICAN,318848,206639,111087
2000,OKLAHOMA,1,REPUBLICAN,200005,138528,60862
2000,OKLAHOMA,2,DEMOCRAT,195412,87258,107273
2000,OKLAHOMA,3,REPUBLICAN,159216,137826,21176
2000,OKLAHOMA,4,REPUBLICAN,175684,114000,61067
2000,OKLAHOMA,5,REPUBLICAN,196022,134159,61244
2000,OKLAHOMA,6,REPUBLICAN,161176,95635,64886
2000,OREGON,1,DEMOCRAT,303521,125353,176902
2000,OREGON,2,REPUBLICAN,298907,220086,78033
2000,OREGON,3,DEMOCRAT,271161,89211,181049
2000,OREGON,4,DEMOCRAT,291065,92136,197998
2000,OREGON,5,DEMOCRAT,275348,117843,156315
2000,PENNSYLVANIA,1,DEMOCRAT,169541,19721,149621
2000,PENNSYLVANIA,2,DEMOCRAT,183694,3636,180021
2000,PENNSYLVANIA,3,DEMOCRAT,189871,58750,130528
2000,PENNSYLVANIA,4,REPUBLICAN,246385,145390,99985
2000,PENNSYLVANIA,5,REPUBLICAN,172447,147570,24628
2000,PENNSYLVANIA,6,DEMOCRAT,211311,70515,140084
2000,PENNSYLVANIA,7,REPUBLICAN,266256,172569,92750
2000,PENNSYLVANIA,8,REPUBLICAN,260101,154090,104951
2000,PENNSYLVANIA,9,REPUBLICAN,184401,184401,0
2000,PENNSYLVANIA,10,REPUBLICAN,237410,124830,111454
2000,PENNSYLVANIA,11,DEMOCRAT,198647,66032,131948
2000,PENNSYLVANIA,12,DEMOCRAT,205437,59300,145538
2000,PENNSYLVANIA,13,DEMOCRAT,276751,129418,146026
2000,PENNSYLVANIA,14,DEMOCRAT,147533,0,147533
2000,PENNSYLVANIA,15,REPUBLICAN,222171,118307,102825
2000,PENNSYLVANIA,16,REPUBLICAN,242580,162403,79375
2000,PENNSYLVANIA,17,REPUBLICAN,232426,166236,65528
2000,PENNSYLVANIA,18,DEMOCRAT,224929,68110,156131
2000,PENNSYLVANIA,19,REPUBLICAN,232494,168722,63134
2000,PENNSYLVANIA,20,DEMOCRAT,225443,79509,145131
2000,PENNSYLVANIA,21,REPUBLICAN,222182,135164,86148
2000,RHODE ISLAND,1,DEMOCRAT,185251,61191,123442
2000,RHODE ISLAND,2,DEMOCRAT,199021,74464,123805
2000,SOUTH CAROLINA,1,REPUBLICAN,231446,139597,90931
2000,SOUTH CAROLINA,2,REPUBLICAN,270976,154338,115472
2000,SOUTH CAROLINA,3,REPUBLICAN,221621,150180,70727
2000,SOUTH CAROLINA,4,REPUBLICAN,189051,150436,38229
2000,SOUTH CAROLINA,5,DEMOCRAT,215838,88071,126877
2000,SOUTH CAROLINA,6,DEMOCRAT,192380,53784,138053
2000,SOUTH DAKOTA,0,REPUBLICAN,314761,231083,82841
2000,TENNESSEE,1,REPUBLICAN,157848,157828,20
2000,TENNESSEE,2,REPUBLICAN,209485,187154,22108
2000,TENNESSEE,3,REPUBLICAN,218940,139840,78309
2000,TENNESSEE,4,REPUBLICAN,203210,133622,68892
2000,TENNESSEE,5,DEMOCRAT,205933,56089,149277
2000,TENNESSEE,6,DEMOCRAT,271899,102008,168861
2000,TENNESSEE,7,REPUBLICAN,245649,171056,73847
2000,TENNESSEE,8,DEMOCRAT,198080,54403,143127
2000,TENNESSEE,9,DEMOCRAT,143334,36,143298
2000,TEXAS,1,DEMOCRAT,211848,92754,118157
2000,TEXAS,2,DEMOCRAT,178830,15780,162891
2000,TEXAS,3,REPUBLICAN,261897,187486,73667
2000,TEXAS,4,DEMOCRAT,241878,95031,145887
2000,TEXAS,5,REPUBLICAN,185958,100487,84616
2000,TEXAS,6,REPUBLICAN,252741,222685,29755
2000,TEXAS,7,REPUBLICAN,248593,183712,64232
2000,TEXAS,8,REPUBLICAN,255216,233848,21154
2000,TEXAS,9,DEMOCRAT,219816,88776,130143
2000,TEXAS,10,DEMOCRAT,240831,36831,203628
2000,TEXAS,11,DEMOCRAT,192918,86265,105782
2000,TEXAS,12,REPUBLICAN,187916,117739,69475
2000,TEXAS,13,REPUBLICAN,174475,117995,55915
2000,TEXAS,14,REPUBLICAN,230059,137370,91762
2000,TEXAS,15,DEMOCRAT,120448,13739,106570
2000,TEXAS,16,DEMOCRAT,135650,42571,92649
2000,TEXAS,17,DEMOCRAT,204430,82922,120670
2000,TEXAS,18,DEMOCRAT,172378,40116,131857
2000,TEXAS,19,REPUBLICAN,185898,170319,15423
2000,TEXAS,20,DEMOCRAT,122574,14936,107487
2000,TEXAS,21,REPUBLICAN,330878,251049,79031
2000,TEXAS,22,REPUBLICAN,256267,154662,100589
2000,TEXAS,23,REPUBLICAN,201754,119679,81254
2000,TEXAS,24,DEMOCRAT,166948,63158,103152
2000,TEXAS,25,DEMOCRAT,176522,69706,106112
2000,TEXAS,26,REPUBLICAN,295272,214025,80435
2000,TEXAS,27,DEMOCRAT,161072,58394,102088
2000,TEXAS,28,DEMOCRAT,138260,15004,123104
2000,TEXAS,29,DEMOCRAT,115475,30502,84665
2000,TEXAS,30,DEMOCRAT,118961,9700,109163
2000,UTAH,1,REPUBLICAN,261805,180591,80402
2000,UTAH,2,DEMOCRAT,259601,113434,145021
2000,UTAH,3,REPUBLICAN,237348,138943,97421
2000,VERMONT,0,REPUBLICAN,283366,196118,86376
2000,VIRGINIA,1,REPUBLICAN,263014,151344,110553
2000,VIRGINIA,2,REPUBLICAN,188329,97856,89568
2000,VIRGINIA,3,DEMOCRAT,140753,3194,137527
2000,VIRGINIA,4,DEMOCRAT,191895,2087,189787
2000,VIRGINIA,5,DEMOCRAT,212705,68699,143312
2000,VIRGINIA,6,REPUBLICAN,154483,153338,1134
2000,VIRGINIA,7,REPUBLICAN,287891,192652,94287
2000,VIRGINIA,8,DEMOCRAT,259199,94071,164178
2000,VIRGINIA,9,DEMOCRAT,196855,58773,137488
2000,VIRGINIA,10,REPUBLICAN,283637,238817,44372
2000,VIRGINIA,11,REPUBLICAN,242968,150395,91647
2000,WASHINGTON,1,DEMOCRAT,285636,128518,155820
2000,WASHINGTON,2,DEMOCRAT,293180,145097,146617
2000,WASHINGTON,3,DEMOCRAT,282664,122004,159428
2000,WASHINGTON,4,REPUBLICAN,235104,143259,90927
2000,WASHINGTON,5,REPUBLICAN,251214,144038,106104
2000,WASHINGTON,6,DEMOCRAT,254713,88961,164853
2000,WASHINGTON,7,DEMOCRAT,265809,71616,193470
2000,WASHINGTON,8,REPUBLICAN,294468,183255,110101
2000,WASHINGTON,9,DEMOCRAT,219623,83329,135452
2000,WEST VIRGINIA,1,DEMOCRAT,194771,23559,170974
