city_or_county,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,weekly_avg
Rowlett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16981132075471697
Roy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16981132075471697
Russellville,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4716981132075472
Rutland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.2641509433962264
Sacramento,0.0,4.0,0.0,4.0,1.0,4.0,6.0,2.0,4.0,3.0,4.0,7.0,2.0,2.0,7.0,2.0,6.0,2.0,8.0,4.0,2.0,3.0,4.0,8.0,0.0,3.0,5.0,5.0,5.0,4.0,0.0,4.0,4.0,5.0,5.0,6.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,7.0,2.0,3.0,2.0,4.0,4.0,3.0,0.0,3.641509433962264
Sacramento (county),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32075471698113206
Saginaw,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,4.0,7.0,4.0,3.0,2.0,6.0,1.0,4.0,6.0,2.0,3.0,1.0,5.0,5.0,3.0,4.0,8.0,5.0,1.0,2.0,2.0,2.0,3.0,9.0,4.0,3.0,6.0,2.0,1.0,3.0,2.0,3.0,0.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.9622641509433962
Saint Albans,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.6981132075471698
Saint Augustine,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8113207547169812
Saint Augustine (St Augustine),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528301886792453
Saint Charles,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.4528301886792453
Saint Cloud,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0.9245283018867925
Saint George,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2641509433962264
Saint Helena Island,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.33962264150943394
Saint Joseph,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.6415094339622641
Saint Louis,19.0,17.0,34.0,26.0,22.0,21.0,24.0,12.0,15.0,14.0,22.0,19.0,36.0,23.0,31.0,27.0,33.0,41.0,37.0,34.0,35.0,42.0,38.0,31.0,38.0,37.0,47.0,42.0,39.0,39.0,37.0,44.0,26.0,36.0,40.0,35.0,31.0,39.0,33.0,30.0,27.0,27.0,29.0,34.0,32.0,39.0,28.0,30.0,30.0,18.0,24.0,22.0,3.0,29.9811320754717
Saint Louis (Berkeley),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2830188679245283
Saint Louis (Ferguson),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33962264150943394
Saint Louis (Jennings),0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24528301886792453
Saint Louis (University City),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528301886792453
Saint Louis (county),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.22641509433962265
Saint Martinville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24528301886792453
Saint Paul,4.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,4.0,3.0,10.0,4.0,2.0,7.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,7.0,3.0,0.0,4.0,6.0,4.0,3.0,7.0,3.0,2.0,6.0,8.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.830188679245283
Saint Peters,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.16981132075471697
Saint Petersburg,3.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,1.9056603773584906
Saint Petersburg (St Petersburg),1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0754716981132075
Salem,2.0,4.0,0.0,4.0,1.0,1.0,4.0,0.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,1.0,2.0,0.0,2.0,5.0,1.0,6.0,2.0,2.0,0.0,3.0,11.0,4.0,6.0,2.0,1.0,5.0,2.0,3.0,0.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,2.6037735849056602
Salina,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,0.8490566037735849
Salinas,6.0,7.0,8.0,4.0,3.0,3.0,12.0,3.0,4.0,3.0,2.0,7.0,1.0,8.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,7.0,1.0,3.0,3.0,4.0,9.0,4.0,6.0,5.0,8.0,5.0,6.0,6.0,6.0,7.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,4.037735849056604
Salinas (Prunedale),0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301888
Salisbury,3.0,2.0,5.0,4.0,1.0,2.0,6.0,2.0,6.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,0.0,1.0,4.0,3.0,8.0,1.0,3.0,4.0,0.0,3.0,1.0,3.0,2.0,2.0,7.0,5.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,0.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,8.0,0.0,3.056603773584906
Salt Lake City,0.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,1.0,4.0,5.0,7.0,0.0,3.0,3.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,0.0,2.490566037735849
Salt Lake City (Kearns),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22641509433962265
Salt Lake City (Millcreek),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32075471698113206
Salt Lake City (Murray),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22641509433962265
Salt Lake City (South Salt Lake),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20754716981132076
Salt Lake City (Taylorsville),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2641509433962264
Salt Lake City (West Valley City),0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.1132075471698113
San Angelo,0.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.2452830188679245
San Antonio,17.0,12.0,18.0,19.0,13.0,10.0,19.0,25.0,9.0,9.0,23.0,17.0,15.0,12.0,12.0,16.0,14.0,14.0,16.0,12.0,11.0,14.0,6.0,16.0,13.0,20.0,13.0,13.0,20.0,17.0,19.0,6.0,18.0,13.0,21.0,15.0,20.0,14.0,21.0,12.0,10.0,16.0,22.0,17.0,14.0,15.0,13.0,14.0,11.0,17.0,11.0,17.0,4.0,14.81132075471698
San Bernardino,1.0,0.0,5.0,3.0,6.0,1.0,3.0,5.0,4.0,8.0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,6.0,6.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,3.0,2.0,2.9245283018867925
San Diego,1.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,6.0,3.0,6.0,3.0,4.0,3.0,6.0,0.0,3.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,4.0,4.0,0.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,6.0,3.0,1.0,3.0943396226415096
San Francisco,3.0,2.0,3.0,4.0,6.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,6.0,3.0,5.0,3.0,3.0,3.0,7.0,2.0,3.0,8.0,7.0,2.0,8.0,6.0,6.0,6.0,4.0,3.0,5.0,1.0,3.0,11.0,5.0,8.0,6.0,4.0,6.0,1.0,3.0,2.0,6.0,3.0,1.0,3.0,8.0,1.0,3.981132075471698
San Jacinto,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33962264150943394
San Jose,3.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,6.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,1.7924528301886793
San Leandro,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4716981132075472
San Marcos,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5094339622641509
San Mateo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22641509433962265
San Pablo,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16981132075471697
Sandpoint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.22641509433962265
Sandston,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16981132075471697
Sandusky,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.6415094339622641
Sandy,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.39622641509433965
Sandy Springs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528301886792453
Sanford,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,5.0,1.0,1.8679245283018868
Sanger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1509433962264151
Santa Ana,2.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,8.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.3584905660377358
Santa Clara,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2830188679245283
Santa Clarita,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2641509433962264
Santa Cruz,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5660377358490566
